Place overall,Place gender,Place category,Name,Club,Runner no,Category,HALF,FINISH,,year
136,135,110,"» Davis, Josh (GBR)",North S...,1164,18-39,01:17:23,02:33:55,,2016
2581,135,94,"» Murray, Helen (GBR)",Serpentine,416,18-39,01:31:27,03:04:50,,2016
137,136,111,"» Johnson, Anthony (GBR)",Werringto...,878,18-39,01:15:48,02:33:59,,2016
2582,136,95,"» Rooney, Lisa (AUS)",Collingwo...,374,18-39,01:30:28,03:04:50,,2016
138,137,20,"» Cheetham, Paul (GBR)",The Stra...,1023,40-44,01:16:25,02:34:05,,2016
2592,137,96,"» Thomson, Alison (GBR)",Kent AC,28291,18-39,01:30:02,03:04:54,,2016
2607,138,14,"» Russell, Fiona (GBR)",Morningt...,417,45-49,01:30:05,03:05:05,,2016
139,138,21,"» Watson, James (GBR)",Taunton...,1011,40-44,01:16:33,02:34:06,,2016
2616,139,97,"» Iliffe, Samantha (GBR)",North Der...,253,18-39,01:32:26,03:05:12,,2016
140,139,112,"» Snell, Ryan (GBR)",Exmouth ...,864,18-39,01:15:35,02:34:12,,2016
2618,140,23,"» Barfoot, Jo-Anne (GBR)",Team Ba...,314,40-44,01:29:12,03:05:13,,2016
141,140,113,"» Farmer, Stuart (GBR)",Serpentine,703,18-39,01:15:58,02:34:23,,2016
2625,141,98,"» Clegg, Lindsey (GBR)",Horsforth...,295,18-39,01:29:14,03:05:15,,2016
142,141,114,"» Harradence, Oliver (GBR)",Royal Sutt...,800,18-39,01:16:40,02:34:31,,2016
143,142,115,"» Curtis, Christopher (GBR)",Corby AC,1043,18-39,01:16:31,02:34:34,,2016
2627,142,24,"» Kristiansen, Lara (GBR)",Rutland Run...,271,40-44,01:31:16,03:05:16,,2016
2639,143,99,"» Owens, Katherine (GBR)",Crawley At...,218,18-39,01:33:15,03:05:21,,2016
144,143,116,"» Phillips, Neil (GBR)",Kent Ac,1089,18-39,01:13:07,02:34:38,,2016
2641,144,100,"» Buscombe, Jessica (GBR)",St Austell...,29013,18-39,01:30:30,03:05:22,,2016
145,144,22,"» Cribier, Guillaume (GBR)",Highgate ...,1004,40-44,01:17:44,02:34:42,,2016
2651,145,25,"» Montiel, Emma Jane (GIB)",City Of ...,226,40-44,01:31:08,03:05:29,,2016
146,145,117,"» Muir, Lee (GBR)",,31900,18-39,01:15:56,02:34:45,,2016
2658,146,26,"» Gelder, Emily (GBR)",Dulwich ...,455,40-44,01:32:10,03:05:30,,2016
147,146,118,"» Leaney, Stuart (GBR)",North S...,958,18-39,01:17:52,02:34:50,,2016
2667,147,101,"» Robinson, Rachel (GBR)",Marshll M...,384,18-39,01:28:17,03:05:38,,2016
148,147,119,"» Sharp, Chris (GBR)",Knowle &...,829,18-39,01:16:44,02:34:55,,2016
2684,148,102,"» Darling, Sophie (GBR)",Lincoln Welli...,533,18-39,01:30:39,03:05:53,,2016
149,148,120,"» Hobbs, John (GBR)",Valley Str...,1135,18-39,01:16:55,02:34:58,,2016
2709,149,103,"» Craig, Lisa (GBR)",,26537,18-39,01:29:12,03:06:08,,2016
150,149,121,"» Robinson, Daniel (GBR)",Birmingham ...,842,18-39,01:16:27,02:34:59,,2016
151,150,122,"» Olefir, Denys (GBR)",Newmark...,885,18-39,01:15:53,02:34:59,,2016
2712,150,27,"» Ottley, Jill (GBR)",Cleethorpe...,28912,40-44,01:27:49,03:06:09,,2016
2716,151,104,"» Deacon, Lisa (GBR)",Notts AC,333,18-39,01:33:06,03:06:10,,2016
152,151,123,"» Wilkins, Mark (GBR)",Medway ...,1142,18-39,01:17:17,02:35:00,,2016
153,152,124,"» Beattie, Ben (GBR)",Hallamshir...,1035,18-39,01:16:13,02:35:08,,2016
2723,152,105,"» Hunter, Victoria (GBR)",Falkland T...,540,18-39,01:31:30,03:06:15,,2016
2724,153,106,"» Antcliffe, Emily (GBR)",Harrow Ac,326,18-39,01:29:22,03:06:15,,2016
154,153,125,"» Scott-Buccleuch, James (GBR)",Stockpor...,1280,18-39,01:14:32,02:35:09,,2016
2728,154,107,"» Roe, Lauren (GBR)",,27014,18-39,01:33:09,03:06:18,,2016
155,154,126,"» Vankints, Andrew (GBR)",Royal Air ...,1063,18-39,01:14:26,02:35:19,,2016
2734,155,28,"» James, Mary (GBR)",South Lo...,301,40-44,01:28:18,03:06:20,,2016
156,155,23,"» Lunn, Paul (GBR)",Pactrac,774,40-44,01:15:49,02:35:20,,2016
157,156,127,"» Gould, Nicholas (GBR)",Thames ...,1301,18-39,01:17:05,02:35:23,,2016
2736,156,15,"» Murphy, Karen (GBR)",Barnet An...,484,45-49,01:29:20,03:06:21,,2016
2740,157,108,"» Husband, Catriona (GBR)",,26149,18-39,01:32:43,03:06:22,,2016
158,157,128,"» Latala, Robert (GBR)",,31908,18-39,01:15:03,02:35:26,,2016
159,158,129,"» Handley, Nicholas (GBR)",Jp Morg...,833,18-39,01:15:30,02:35:26,,2016
2759,158,109,"» Winters, Hayley (GBR)",Gloucester...,244,18-39,01:27:11,03:06:31,,2016
160,159,130,"» Stone, Chris (CAN)",Team Ba...,1210,18-39,01:17:04,02:35:31,,2016
2762,159,16,"» Tromans, Helen (GBR)",Dudley Ki...,29210,45-49,01:31:55,03:06:32,,2016
161,160,24,"» Aitken, Neil (GBR)",Clapham ...,934,40-44,01:16:37,02:35:34,,2016
2768,160,110,"» Cole, Rebecca (GBR)",Chelmsfo...,463,18-39,01:30:33,03:06:35,,2016
2773,161,17,"» Callanan, Collette (GBR)",Sandhurs...,573,45-49,01:32:19,03:06:37,,2016
162,161,2,"» Downs, Rob (GBR)",Wilmslow R...,712,50-54,01:16:33,02:35:37,,2016
2778,162,111,"» Fenn, Georgie (GBR)",University o...,49381,18-39,01:31:54,03:06:41,,2016
163,162,131,"» Griggs, Andrew (GBR)",Lordshill...,1047,18-39,01:15:16,02:35:42,,2016
164,163,132,"» Evans, Matthew (GBR)",,31811,18-39,01:17:53,02:35:42,,2016
2780,163,29,"» Nkoane, Rebecca (GBR)",Chiltern ...,352,40-44,01:30:53,03:06:41,,2016
165,164,133,"» Dunham, Mark (GBR)",Southport A...,1143,18-39,01:18:29,02:35:43,,2016
2789,164,112,"» McErlean, Claire (GBR)",Lordshill...,466,18-39,01:31:49,03:06:48,,2016
2794,165,113,"» Byrne, Meredith (USA)",,18340,18-39,01:32:15,03:06:50,,2016
166,165,134,"» Inoue, Yusuke (JPN)",Serpentin...,1045,18-39,01:16:49,02:35:43,,2016
2797,166,114,"» Jones, Myra (GBR)",Valley Str...,588,18-39,01:33:08,03:06:51,,2016
167,166,25,"» Scott, Terry (GBR)",Tyne Brid...,711,40-44,01:16:33,02:35:57,,2016
2805,167,18,"» Dixon, Julie (GBR)",Wootton...,337,45-49,01:29:22,03:06:55,,2016
168,167,26,"» O'Halloran, Stephen (IRL)",Great We...,1002,40-44,01:16:48,02:35:57,,2016
169,168,6,"» Holmes, Sean (GBR)",Overton H...,1266,45-49,01:15:51,02:36:01,,2016
2819,168,115,"» Smith, Zoe (GBR)",Rutland Run...,534,18-39,01:28:28,03:07:02,,2016
170,169,7,"» Bassinder, John (GBR)",Poole Ac,1325,45-49,01:18:03,02:36:06,,2016
2823,169,116,"» Earl, Rose (GBR)",Ledbury & ...,378,18-39,01:31:31,03:07:06,,2016
171,170,135,"» Moore, Mark (NZL)",,31648,18-39,01:17:57,02:36:08,,2016
2832,170,117,"» Riddler, Donna (GBR)",Ripon Ru...,225,18-39,01:32:25,03:07:11,,2016
172,171,27,"» Macintosh, Keith (GBR)",Wimbledon ...,1027,40-44,01:16:55,02:36:11,,2016
2841,171,118,"» Shirley, marie Louise (GBR)",Colcheste...,248,18-39,01:30:32,03:07:16,,2016
2850,172,19,"» Briggs, Ruth (GBR)",Tunbridge ...,586,45-49,01:32:22,03:07:23,,2016
173,172,136,"» Shute, Rupert (GBR)",Reading ...,1221,18-39,01:16:12,02:36:12,,2016
2856,173,119,"» West, Camilla (GBR)",Serpenti...,205,18-39,01:34:43,03:07:28,,2016
174,173,137,"» Williams, James (GBR)",Wimbledon ...,937,18-39,01:16:29,02:36:16,,2016
175,174,138,"» Bate, Dean (GBR)",Tipton Ha...,816,18-39,01:15:29,02:36:19,,2016
2860,174,120,"» Rich, Jennifer (GBR)",Steel Cit...,29891,18-39,01:34:48,03:07:30,,2016
2872,175,121,"» Ellis, Alissa (GBR)",Hailsham ...,613,18-39,01:34:09,03:07:35,,2016
176,175,28,"» Rankin, Lee (GBR)",Stroud & ...,31867,40-44,01:17:24,02:36:21,,2016
2876,176,30,"» Buck, Victoria (GBR)",Kent Ac,345,40-44,01:33:10,03:07:36,,2016
177,176,139,"» Mogridge, James (GBR)",Yaxley R...,31873,18-39,01:15:52,02:36:22,,2016
2879,177,31,"» Jesson, Maree (GBR)",WO...,432,40-44,01:29:19,03:07:38,,2016
178,177,140,"» Smeaton, Nathan (GBR)",Clapham ...,900,18-39,01:16:37,02:36:23,,2016
2889,178,122,"» Evans, Sian Elizabeth (GBR)",Steel City...,19866,18-39,01:31:40,03:07:44,,2016
179,178,141,"» Reeves, Terry (GBR)",Army Dar...,844,18-39,01:15:53,02:36:25,,2016
2892,179,123,"» Clusker, Stacey (GBR)",Hastings A...,392,18-39,01:32:07,03:07:46,,2016
180,179,142,"» Worringham, Mark (GBR)",Reading ...,1272,18-39,01:17:14,02:36:27,,2016
181,180,143,"» Clark, Joseph (GBR)",Hercules ...,1022,18-39,01:17:36,02:36:27,,2016
2899,180,32,"» Sangster, Jennifer (GBR)",Redway ...,197,40-44,01:32:02,03:07:49,,2016
2907,181,124,"» Johnson, Kirsty (GBR)",Glossopdal...,249,18-39,01:30:10,03:07:54,,2016
182,181,144,"» Vermeesch, Pieter (BEL)",Clapham ...,1131,18-39,01:12:14,02:36:28,,2016
183,182,145,"» Dyson, Pete (GBR)",Victoria P...,651,18-39,01:16:40,02:36:28,,2016
2910,182,33,"» Lake, Emma (GBR)",Erme Vall...,224,40-44,01:33:35,03:07:54,,2016
184,183,146,"» Jones, Daniel (GBR)",Team Bath...,781,18-39,01:17:13,02:36:29,,2016
2927,183,125,"» Lagomarsino, Emily (GBR)",San Do...,421,18-39,01:28:18,03:08:01,,2016
185,184,147,"» Barnes, Andy (GBR)",London ...,687,18-39,01:19:14,02:36:29,,2016
2937,184,126,"» Martin, Rhian (GBR)",Burham ...,303,18-39,01:33:31,03:08:04,,2016
186,185,148,"» Gehne, Stephan (GBR)",,31590,18-39,01:17:41,02:36:30,,2016
2948,185,20,"» Kelly, Samantha (GBR)",Royal Wo...,377,45-49,01:29:23,03:08:12,,2016
187,186,149,"» dudden, tom (GBR)",Team Ba...,872,18-39,01:17:32,02:36:32,,2016
2954,186,127,"» Webb, Katy (GBR)",Reading ...,27203,18-39,01:32:21,03:08:14,,2016
2955,187,128,"» Macias, Victoria (USA)",Cambridge...,56225,18-39,01:34:16,03:08:14,,2016
188,187,150,"» Skates, Stephen (GBR)",Prestatyn...,1294,18-39,01:18:13,02:36:35,,2016
2963,188,129,"» Ford, Sally (GBR)",100 Mara...,559,18-39,01:29:11,03:08:21,,2016
189,188,8,"» RICHARDSON, Julian (GBR)",Oxford C...,1251,45-49,01:17:25,02:36:38,,2016
2967,189,130,"» Bohane, Betty (GBR)",,26030,18-39,01:31:54,03:08:22,,2016
190,189,151,"» Mckivett, Gary (GBR)",Arena 8...,1341,18-39,01:18:30,02:36:41,,2016
2972,190,131,"» Dawes, Jaime (USA)",,47468,18-39,01:33:47,03:08:24,,2016
191,190,152,"» Selya-Hammer, Carl (USA)",Ranelagh ...,951,18-39,01:18:25,02:36:43,,2016
2981,191,21,"» Lawton, Jayne (GBR)",Stockport...,364,45-49,01:31:09,03:08:29,,2016
192,191,153,"» Longthorpe, Simon (GBR)",Torbay...,1104,18-39,01:16:25,02:36:43,,2016
193,192,29,"» Green, Martin (GBR)",North Wa...,729,40-44,01:18:17,02:36:44,,2016
2983,192,34,"» Singer, Jo (GBR)",Victoria P...,473,40-44,01:32:47,03:08:30,,2016
194,193,154,"» Kiralyfi, Dominic (GBR)",Hercules ...,1110,18-39,01:16:40,02:36:46,,2016
2986,193,35,"» Mills, Kate (GBR)",Springfield...,367,40-44,01:31:10,03:08:31,,2016
2996,194,132,"» Flanagan, Naomi (GBR)",Torbay Ac,24051,18-39,01:29:24,03:08:34,,2016
195,194,155,"» O'Shea, James (BER)",Serpentine,1031,18-39,01:16:07,02:36:47,,2016
196,195,30,"» Egan, Simon Andrew (GBR)",Jpmorga...,29838,40-44,01:19:51,02:36:49,,2016
3001,195,133,"» Quick, Kirsty Jade (AUS)",,59602,18-39,01:33:38,03:08:37,,2016
3002,196,134,"» Steptoe, Charlotte (GBR)",Vale Of Ayl...,286,18-39,01:29:31,03:08:37,,2016
197,196,156,"» Wilson, Aaron (GBR)",City Of ...,31647,18-39,01:18:01,02:36:55,,2016
3010,197,135,"» Holmes, Nicola (GBR)",,25568,18-39,01:30:59,03:08:41,,2016
198,197,157,"» Ward, Dave (GBR)",Hunters ...,31819,18-39,01:18:48,02:36:57,,2016
3011,198,136,"» SORDET, AMANDINE (FRA)",,58296,18-39,01:30:45,03:08:41,,2016
199,198,158,"» Wight, Douglas (GBR)",Almost At...,873,18-39,01:18:09,02:36:58,,2016
200,199,31,"» Claxton, Steve (GBR)",Poole Ru...,995,40-44,01:18:25,02:36:58,,2016
3014,199,137,"» DiBella, Laura (USA)",,57306,18-39,01:34:37,03:08:44,,2016
201,200,159,"» Hope, Ben (GBR)",Kent A C,993,18-39,01:16:23,02:37:00,,2016
3034,200,138,"» Plummer, Natalie Emma (GBR)",,14102,18-39,01:34:36,03:08:51,,2016
202,201,160,"» Horan, Mark Patrick (IRL)",,53189,18-39,01:17:27,02:37:02,,2016
3035,201,139,"» Moore, Lesley (GBR)",Poole AC,293,18-39,01:32:58,03:08:51,,2016
203,202,161,"» Garrod, Ollie (GBR)",Epsom & E...,1179,18-39,01:17:36,02:37:03,,2016
3045,202,140,"» Hargreaves, Emily (GBR)",Lytham S...,379,18-39,01:33:42,03:08:56,,2016
3048,203,141,"» Deamer, Susannah (GBR)",Poole Ru...,430,18-39,01:31:21,03:08:57,,2016
204,203,162,"» Forrest, Terence (GBR)",Ackwort...,1320,18-39,01:15:22,02:37:06,,2016
205,204,163,"» Eccleston, Philip (GBR)",Burnden...,909,18-39,01:15:01,02:37:08,,2016
3052,204,142,"» Tyro, Lyndsey (GBR)",Orangegrov...,279,18-39,01:34:24,03:08:59,,2016
3066,205,143,"» Lake, Samantha (GBR)",Tavistock ...,274,18-39,01:33:18,03:09:06,,2016
206,205,9,"» Palmer, Jamie (GBR)",Exmouth ...,1125,45-49,01:17:49,02:37:13,,2016
3069,206,144,"» Samuelson, Katie (GBR)",Cambridge...,215,18-39,01:32:53,03:09:10,,2016
207,206,164,"» VILARDELL, ROGER (ESP)",,31850,18-39,01:18:37,02:37:14,,2016
208,207,10,"» Simms, Stefan (GBR)",Micky Mor...,1305,45-49,01:18:05,02:37:17,,2016
3078,207,145,"» Sloly, Hope (GBR)",Morningt...,452,18-39,01:31:45,03:09:15,,2016
3090,208,36,"» Birkin, Sasha (GBR)",Metros RC,221,40-44,01:33:39,03:09:19,,2016
209,208,165,"» Duncan, Ben (GBR)",,31558,18-39,01:17:05,02:37:20,,2016
3091,209,146,"» Boure, Mathilde (GBR)",,7700,18-39,01:33:10,03:09:20,,2016
210,209,166,"» Pearch, Sam (GBR)",Shelton S...,1283,18-39,01:17:28,02:37:20,,2016
3094,210,147,"» Rudkin, Fiona (GBR)",Sa08210,513,18-39,01:25:38,03:09:20,,2016
211,210,167,"» Soh, Rui Yong Rui (SIN)",Team R...,1352,18-39,01:12:27,02:37:33,,2016
212,211,168,"» DUPLAA, NICOLAS (FRA)",XIBER...,59271,18-39,01:18:16,02:37:34,,2016
3099,211,6,"» Wait, Debra Elizabeth (GBR)",March A C,177,50-54,01:32:22,03:09:22,,2016
213,212,169,"» Arthur, Joshua (GBR)",Edinburgh ...,916,18-39,01:17:50,02:37:35,,2016
3104,212,7,"» Murdoch, Gail (GBR)",Carnegie ...,259,50-54,01:33:10,03:09:23,,2016
215,213,170,"» Fewster, Thomas (GBR)",Serpentine,1140,18-39,01:17:43,02:37:49,,2016
3116,213,8,"» Masterman, Julie (GBR)",Goole Viki...,355,50-54,01:34:56,03:09:29,,2016
216,214,171,"» Darling, Chris (GBR)",Cambridge...,1145,18-39,01:13:35,02:37:50,,2016
3119,214,37,"» Sharratt, Wendy (GBR)",,27632,40-44,01:33:07,03:09:29,,2016
217,215,32,"» Little, Paul (GBR)",Droitwic...,31805,40-44,01:18:47,02:37:51,,2016
3121,215,148,"» Venn, Michele (GBR)",Clapham ...,159,18-39,01:29:23,03:09:30,,2016
3123,216,149,"» Lee, Rosalind (GBR)",Serpentine,344,18-39,01:32:25,03:09:30,,2016
218,216,172,"» Mason, James (GBR)",Sevenoa...,658,18-39,01:13:52,02:37:53,,2016
3131,217,150,"» Atterbury, Marie (GBR)",,26121,18-39,01:31:00,03:09:33,,2016
219,217,173,"» Tilford, Stephen (GBR)",Wakefield ...,828,18-39,01:18:18,02:37:55,,2016
220,218,174,"» Loxam, Jamie (GBR)",Stockport...,939,18-39,01:17:24,02:37:56,,2016
3134,218,151,"» Murphy, Teresa (GBR)",Kent Ac,419,18-39,01:29:59,03:09:35,,2016
3148,219,38,"» Hurcum, Cordula (GER)",Chippenha...,538,40-44,01:33:38,03:09:39,,2016
221,219,11,"» Lound, Charles (GBR)",Dulwich ...,735,45-49,01:18:31,02:37:57,,2016
3181,220,152,"» McNamara, Jennifer (GBR)",Cheddar ...,306,18-39,01:32:10,03:09:50,,2016
222,220,12,"» Slusarek, Pierre (CAN)",,57496,45-49,01:18:42,02:37:59,,2016
223,221,33,"» Garratt, Mark (GBR)",Fenspool ...,31297,40-44,01:19:35,02:38:01,,2016
3188,221,153,"» Warnes, Tess (GBR)",Chippenha...,26194,18-39,01:34:23,03:09:52,,2016
224,222,175,"» Palmer, Charlie (GBR)",Bedford...,1010,18-39,01:16:55,02:38:01,,2016
3189,222,39,"» Wise, Tina (GBR)",,641,40-44,01:32:55,03:09:52,,2016
225,223,176,"» Fox, Simon (GBR)",Petts W...,1101,18-39,01:18:04,02:38:02,,2016
3193,223,22,"» Wilkinson, Carolyn (GBR)",Spa Stri...,214,45-49,01:33:12,03:09:53,,2016
3195,224,154,"» O'Rourke, Mairead (IRL)",Chiltern H...,549,18-39,01:33:50,03:09:53,,2016
226,224,13,"» Whear, Paul (GBR)",Cornwall...,31762,45-49,01:18:07,02:38:02,,2016
3203,225,155,"» Connelly, Joanna (GBR)",Stafford T...,25918,18-39,01:34:50,03:09:55,,2016
227,225,34,"» Saether, Runar (NOR)",White Cit...,1032,40-44,01:17:32,02:38:02,,2016
3209,226,40,"» Bowerman, Nicola Joanne (GBR)",Ampthill&fli...,636,40-44,01:34:38,03:09:58,,2016
229,226,177,"» Reason, Robert (GBR)",Harwich ...,1155,18-39,01:16:56,02:38:04,,2016
230,227,178,"» Henderson, David (GBR)",INVER...,1354,18-39,01:17:31,02:38:05,,2016
3216,227,23,"» Laing, Jo (GBR)",,28004,45-49,01:31:21,03:10:01,,2016
3218,228,156,"» Cowley, Laura (GBR)",Garden C...,470,18-39,01:30:34,03:10:03,,2016
231,228,35,"» Gaimster, Paul (GBR)",Victoria P...,1344,40-44,01:18:48,02:38:05,,2016
3229,229,157,"» Fisher, Maddy (GBR)",Evenwoo...,254,18-39,01:34:26,03:10:09,,2016
232,229,179,"» Richards, Matthew (GBR)",,56201,18-39,01:14:20,02:38:07,,2016
233,230,180,"» Macdougall, Stuart (GBR)",Fulham Ru...,865,18-39,01:16:36,02:38:07,,2016
3230,230,158,"» Pedersen, Line Haug (NOR)",,58836,18-39,01:33:54,03:10:09,,2016
234,231,36,"» Diviney, Ciaran (IRL)",,31848,40-44,01:19:06,02:38:07,,2016
3238,231,24,"» Trueman, Tracie (GBR)",Lawley Ru...,291,45-49,01:30:33,03:10:12,,2016
235,232,181,"» Cima, Owen (GBR)",Thrift Gr...,807,18-39,01:17:59,02:38:08,,2016
3241,232,41,"» Manir-Jolley, Lynn (GBR)",Wigan Ph...,31017,40-44,01:32:26,03:10:12,,2016
236,233,3,"» CONSOLATI, CRISTIANO (ITA)",,57773,50-54,01:18:28,02:38:09,,2016
3248,233,159,"» Smith, Jennifer Jane (GBR)",Kent Athle...,189,18-39,01:35:21,03:10:15,,2016
237,234,182,"» Weir, Neill (GBR)",Willowfield ...,688,18-39,01:17:34,02:38:10,,2016
3249,234,160,"» Wyness, Hazel (GBR)",Metro Ab...,27782,18-39,01:33:23,03:10:16,,2016
238,235,37,"» Allan, Stephen (GBR)",Kirkintilloc...,746,40-44,01:17:48,02:38:11,,2016
3255,235,161,"» Makem, Sarah (GBR)",,26468,18-39,01:33:48,03:10:17,,2016
3256,236,162,"» Morison, Rachel (GBR)",Victoria P...,27598,18-39,01:32:14,03:10:18,,2016
240,236,183,"» Pierson, Matthew (GBR)",Stainland ...,943,18-39,01:13:39,02:38:14,,2016
241,237,184,"» Cepedal Garcia, Mauro (ESP)",,31859,18-39,01:18:24,02:38:20,,2016
3267,237,2,"» Killip, Liz (GBR)",Stragglers,457,55-59,01:31:15,03:10:24,,2016
3270,238,163,"» Elliott, Chloe (GBR)",Lordshill...,26021,18-39,01:35:43,03:10:25,,2016
242,238,14,"» Hayes, Jacob (GBR)",Bitton R...,1021,45-49,01:17:58,02:38:25,,2016
243,239,38,"» Minns, Chris (CAN)",Beckenham,952,40-44,01:17:18,02:38:31,,2016
3280,239,164,"» Stumpf, Annika (GER)",Dh Runn...,343,18-39,01:34:37,03:10:27,,2016
244,240,185,"» Alderson, Matthew (GBR)",Blaydon ...,702,18-39,01:15:46,02:38:33,,2016
3286,240,165,"» Cesar de Sa, Rebecca (GBR)",Skyrac Ath...,578,18-39,01:31:09,03:10:30,,2016
3289,241,166,"» Ben Gueblia, Ahlem (FRA)",Serpenti...,26535,18-39,01:33:42,03:10:31,,2016
245,241,186,"» Cracknell, Andrew (GBR)",Dacorum...,1299,18-39,01:16:34,02:38:37,,2016
246,242,187,"» Harkins, Andrew (GBR)",INVER...,755,18-39,01:17:31,02:38:38,,2016
3294,242,25,"» skinner, lisa (GBR)",Barnsley A...,21526,45-49,01:34:21,03:10:32,,2016
3325,243,167,"» Cleveland, Victoria (GBR)",,26937,18-39,01:32:57,03:10:48,,2016
247,243,188,"» Hatswell, Anthony (GBR)",Long Eat...,836,18-39,01:16:34,02:38:38,,2016
248,244,189,"» Barwood, Martin J (GBR)",Chichester...,660,18-39,01:16:07,02:38:40,,2016
3329,244,168,"» Hirons, Sarah (GBR)",Erme Vall...,25149,18-39,01:32:08,03:10:49,,2016
3339,245,42,"» Bentley, Joanne (GBR)",,28542,40-44,01:31:06,03:10:53,,2016
249,245,190,"» McGettigan, Joshua (NZL)",,31507,18-39,01:16:08,02:38:43,,2016
250,246,191,"» Adams, Russell (GBR)",Telford AC,803,18-39,01:17:15,02:38:45,,2016
3340,246,169,"» Mccourt, Collette (GBR)",Dub Runn...,29027,18-39,01:33:09,03:10:54,,2016
251,247,192,"» Pye, Matthew (GBR)",City of H...,835,18-39,01:19:03,02:38:46,,2016
3342,247,170,"» Thompson, Rachael (GBR)",Serpentin...,50653,18-39,01:34:06,03:10:54,,2016
252,248,193,"» Davis, Luke (GBR)",Clapham ...,1044,18-39,01:19:25,02:38:49,,2016
3350,248,171,"» Tolmachova, Anna (GBR)",Crowbou...,232,18-39,01:34:08,03:11:00,,2016
3359,249,172,"» Brass, Louise (GBR)",Thurrock ...,332,18-39,01:32:13,03:11:05,,2016
253,249,194,"» Cammack, Tom (GBR)",Springfiel...,765,18-39,01:17:51,02:38:53,,2016
254,250,195,"» Hyland, Ed (GBR)",Stainland ...,31317,18-39,01:19:27,02:38:54,,2016
3362,250,43,"» Presland, Vicky (GBR)",Great Ben...,27569,40-44,01:35:41,03:11:07,,2016
255,251,196,"» Benedetti, Enrico (ITA)",,31846,18-39,01:18:37,02:38:55,,2016
3364,251,173,"» Kayum, Cara Eleirah (GBR)",SERPE...,173,18-39,01:31:39,03:11:09,,2016
3378,252,3,"» Twitchett, Mary (GBR)",Cambridge...,317,55-59,01:37:11,03:11:16,,2016
256,252,15,"» Wartnaby, Charles (GBR)",Cambridge...,762,45-49,01:19:17,02:38:56,,2016
3379,253,174,"» Hodson, Emma (GBR)",Oxford Uni...,468,18-39,01:33:34,03:11:16,,2016
257,253,39,"» Lennard, Kristian (GBR)",South Lo...,912,40-44,01:17:50,02:38:57,,2016
3386,254,175,"» Champneys, Kate (GBR)",Charnwo...,563,18-39,01:35:53,03:11:18,,2016
258,254,16,"» Swindlehurst, Richard (GBR)",Poole AC,890,45-49,01:19:05,02:38:57,,2016
259,255,197,"» Salt, Ian (GBR)",Uttoxete...,896,18-39,01:17:51,02:38:58,,2016
3388,255,26,"» Sargeant, Katherine (GBR)",Reading ...,27556,45-49,01:34:50,03:11:19,,2016
3396,256,27,"» Jeffery, Deborah (GBR)",Folkesto...,27758,45-49,01:34:35,03:11:21,,2016
260,256,198,"» Woodman, Aaron (GBR)",Army Athl...,1171,18-39,01:19:55,02:38:59,,2016
3406,257,9,"» Harrison, Susanna (GBR)",Guildford...,399,50-54,01:33:37,03:11:25,,2016
261,257,4,"» Lopes, Joaquim (POR)",,31796,50-54,01:18:16,02:39:04,,2016
3407,258,176,"» Graham, Amy (GBR)",,26822,18-39,01:35:21,03:11:25,,2016
262,258,199,"» Wyber, Harold (GBR)",Woodford...,905,18-39,01:19:53,02:39:04,,2016
263,259,17,"» Freeman, David (GBR)",Tadwort...,773,45-49,01:17:49,02:39:04,,2016
3410,259,44,"» Thandrayen, Yana (GBR)",Portebello...,389,40-44,01:33:20,03:11:26,,2016
3414,260,28,"» Holmes, Kelly (GBR)",,24002,45-49,01:37:21,03:11:27,,2016
264,260,18,"» Ma, Liangwu (CHN)",,38865,45-49,01:17:27,02:39:07,,2016
265,261,40,"» Cole, David (GBR)",,31781,40-44,01:18:48,02:39:08,,2016
3423,261,45,"» Kremer, Claire (GBR)",St Albans...,643,40-44,01:33:29,03:11:31,,2016
3433,262,177,"» Rainger, Jacqueline (GBR)",Portobello...,498,18-39,01:33:11,03:11:33,,2016
266,262,41,"» Towers, Gary (GBR)",,31521,40-44,01:19:46,02:39:08,,2016
3443,263,178,"» Dickson, Sophie (GBR)",,28555,18-39,01:35:51,03:11:37,,2016
267,263,19,"» Lynas, Matthew (GBR)",Thames ...,771,45-49,01:18:43,02:39:08,,2016
268,264,200,"» Fitzpatrick, Sean (GBR)",Herne Hill...,24052,18-39,01:18:30,02:39:08,,2016
3454,264,179,"» Holt, Andrea (GBR)",Thames ...,349,18-39,01:29:26,03:11:41,,2016
269,265,201,"» Dent, Alec (GBR)",,31878,18-39,01:19:29,02:39:12,,2016
3458,265,180,"» Eastham, Helena (GBR)",Birmingham ...,282,18-39,01:30:40,03:11:43,,2016
270,266,202,"» Smith, James (GBR)",Springfield...,1040,18-39,01:18:29,02:39:13,,2016
3464,266,181,"» Waterman, Rose (GBR)",Tri-Anglia ...,482,18-39,01:31:23,03:11:48,,2016
3468,267,182,"» Chalmers, Ruth (GBR)",Herne Hill...,581,18-39,01:31:50,03:11:51,,2016
271,267,203,"» Keating, Mick (NZL)",Clapham ...,31746,18-39,01:19:45,02:39:17,,2016
272,268,204,"» GALLINA, ANDREA (ITA)",,58709,18-39,01:18:55,02:39:17,,2016
3475,268,29,"» Larham, Geraldine (GBR)",March Athl...,206,45-49,01:35:25,03:11:54,,2016
273,269,5,"» Hart, Simon (GBR)",Havering...,696,50-54,01:19:38,02:39:17,,2016
