,Name,Place S,Place P,Time,Bib,Division,Year,Sex
3013,"Centner, Ann (USA)",130,27,Finish02:42:29,BIB440,Division25-29,Results: 2021 / Marathon,Women
3014,"Montgomery, McKale (USA)",132,29,Finish02:43:04,BIB582,Division35-39,Results: 2021 / Marathon,Women
3015,"Njeim, Chirine (LIB)",132,31,Finish02:44:00,BIB122,Division35-39,Results: 2021 / Marathon,Women
3016,"Neubauer, Diane (USA)",137,33,Finish02:46:02,BIB722,Division30-34,Results: 2021 / Marathon,Women
3017,"Schaich, Allie (USA)",137,35,Finish02:46:44,BIB651,Division25-29,Results: 2021 / Marathon,Women
3018,"Smith, Megan (USA)",140,37,Finish02:46:53,BIB714,Division30-34,Results: 2021 / Marathon,Women
3019,"Hackett, Allie (USA)",140,39,Finish02:47:27,BIB509,Division25-29,Results: 2021 / Marathon,Women
3020,"Norbo, Carter (USA)",163,41,Finish02:48:22,BIB598,Division30-34,Results: 2021 / Marathon,Women
3021,"David, Sarah (USA)",163,43,Finish02:50:06,BIB461,Division30-34,Results: 2021 / Marathon,Women
3022,"Zangi-Radoshitzky, Yaara (ISR)",184,45,Finish02:50:42,BIB6125,Division35-39,Results: 2021 / Marathon,Women
3023,"Brillante, Frankie (USA)",184,47,Finish02:51:08,BIB3177,Division25-29,Results: 2021 / Marathon,Women
3024,"Bowman, Maggie (USA)",196,49,Finish02:52:01,BIB9048,Division25-29,Results: 2021 / Marathon,Women
3025,"Post, Sallie (USA)",196,51,Finish02:52:41,BIB8080,Division30-34,Results: 2021 / Marathon,Women
3026,"Crevoiserat, Lindsay (USA)",214,53,Finish02:53:23,BIB6093,Division25-29,Results: 2021 / Marathon,Women
3027,"Sanchez, Sara (USA)",214,55,Finish02:53:53,BIB647,Division30-34,Results: 2021 / Marathon,Women
3028,"Rybak, Emily (USA)",217,57,Finish02:54:01,BIB644,Division30-34,Results: 2021 / Marathon,Women
3029,"Wrenn, Bean (USA)",217,59,Finish02:54:33,BIB704,Division45-49,Results: 2021 / Marathon,Women
3030,"Bigelow, Elizabeth (USA)",241,61,Finish02:55:00,BIB419,Division35-39,Results: 2021 / Marathon,Women
3031,"Izawa, Nanaka (JPN)",241,63,Finish02:55:13,BIB527,Division30-34,Results: 2021 / Marathon,Women
3032,"Kallner, Ali (USA)",256,65,Finish02:55:46,BIB8236,Division25-29,Results: 2021 / Marathon,Women
3033,"Sonnesyn, Marit (USA)",256,67,Finish02:56:03,BIB666,Division25-29,Results: 2021 / Marathon,Women
3034,"Gregornik, Rebecca (USA)",278,69,Finish02:56:49,BIB5194,Division25-29,Results: 2021 / Marathon,Women
3035,"Vucinich, Jen (USA)",278,71,Finish02:57:12,BIB5140,Division25-29,Results: 2021 / Marathon,Women
3036,"Dalton, Mollie (USA)",288,73,Finish02:57:45,BIB458,Division25-29,Results: 2021 / Marathon,Women
3037,"Pastrana, Erika (USA)",288,75,Finish02:58:17,BIB7051,Division40-44,Results: 2021 / Marathon,Women
3038,"Harden, Sarah (USA)",302,77,Finish02:58:38,BIB10064,Division20-24,Results: 2021 / Marathon,Women
3039,"Davies, Cora (USA)",302,79,Finish02:58:46,BIB36121,Division20-24,Results: 2021 / Marathon,Women
3040,"Lakin, Katie (USA)",307,81,Finish02:58:50,BIB9152,Division30-34,Results: 2021 / Marathon,Women
3041,"Tamberrino, Nicky (USA)",307,83,Finish02:59:06,BIB674,Division40-44,Results: 2021 / Marathon,Women
3042,"Boehmer, Briana (USA)",318,85,Finish02:59:25,BIB423,Division40-44,Results: 2021 / Marathon,Women
3043,"Juarez, Janessa (USA)",318,87,Finish02:59:28,BIB10170,Division35-39,Results: 2021 / Marathon,Women
3044,"Zenger, Laura (USA)",330,89,Finish03:00:00,BIB707,Division30-34,Results: 2021 / Marathon,Women
3045,"Santiago, Alejandra (USA)",330,91,Finish03:00:08,BIB6131,Division25-29,Results: 2021 / Marathon,Women
3046,"Stone, Tia (USA)",373,93,Finish03:00:24,BIB671,Division40-44,Results: 2021 / Marathon,Women
3047,"Waters, Jamie (USA)",373,95,Finish03:00:50,BIB4200,Division30-34,Results: 2021 / Marathon,Women
3048,"Grant, Porter (USA)",380,97,Finish03:01:14,BIB6077,Division25-29,Results: 2021 / Marathon,Women
3049,"Callan, Jennie (USA)",380,99,Finish03:01:59,BIB8360,Division25-29,Results: 2021 / Marathon,Women
3050,"Mairs, Nichole (USA)",388,101,Finish03:02:08,BIB6181,Division40-44,Results: 2021 / Marathon,Women
3051,"Hallahan, Katherine (USA)",388,103,Finish03:02:13,BIB5101,Division25-29,Results: 2021 / Marathon,Women
3052,"Ammerman, Brooke (USA)",394,105,Finish03:02:19,BIB9220,Division30-34,Results: 2021 / Marathon,Women
3053,"Chappell, Kelsi (USA)",394,107,Finish03:03:03,BIB442,Division30-34,Results: 2021 / Marathon,Women
3054,"Osgood, Erin (USA)",404,109,Finish03:03:08,BIB608,Division30-34,Results: 2021 / Marathon,Women
3055,"Wijeyeratne, Ashley (USA)",404,111,Finish03:03:18,BIB4063,Division30-34,Results: 2021 / Marathon,Women
3056,"Koester, Annika (USA)",414,113,Finish03:03:24,BIB19041,Division20-24,Results: 2021 / Marathon,Women
3057,"Duba, Allison (USA)",414,115,Finish03:03:32,BIB6179,Division35-39,Results: 2021 / Marathon,Women
3058,"Jaffke, Nicole (USA)",446,117,Finish03:03:51,BIB10254,Division25-29,Results: 2021 / Marathon,Women
3059,"Renner, Emily (USA)",446,119,Finish03:04:22,BIB635,Division30-34,Results: 2021 / Marathon,Women
3060,"Hilton, Samantha (USA)",463,121,Finish03:04:39,BIB7365,Division25-29,Results: 2021 / Marathon,Women
3061,"Stone, Anna (USA)",463,123,Finish03:05:07,BIB5259,Division25-29,Results: 2021 / Marathon,Women
3062,"Fontenot, Bree (USA)",502,125,Finish03:05:11,BIB10034,Division25-29,Results: 2021 / Marathon,Women
3063,"Mengini, Morgan (USA)",502,127,Finish03:05:21,BIB4018,Division30-34,Results: 2021 / Marathon,Women
3064,"Davis, Kristen (USA)",513,129,Finish03:05:30,BIB9570,Division40-44,Results: 2021 / Marathon,Women
3065,"Alden, Samantha (GBR)",513,131,Finish03:05:34,BIB4020,Division45-49,Results: 2021 / Marathon,Women
3066,"Winters, Annabelle (USA)",518,133,Finish03:05:41,BIB8346,Division35-39,Results: 2021 / Marathon,Women
3067,"Stevens, Heather (USA)",518,135,Finish03:05:45,BIB4394,Division30-34,Results: 2021 / Marathon,Women
3068,"Roach, Maeve (USA)",557,137,Finish03:05:57,BIB7477,Division20-24,Results: 2021 / Marathon,Women
3069,"Jaehn, Wendy (USA)",557,139,Finish03:06:18,BIB528,Division45-49,Results: 2021 / Marathon,Women
3070,"Priebe, Maggie (USA)",584,141,Finish03:06:28,BIB626,Division30-34,Results: 2021 / Marathon,Women
3071,"Ufimtseva, Tatiana (RUS)",584,143,Finish03:06:34,BIB2186,Division45-49,Results: 2021 / Marathon,Women
3072,"Sober, Jennifer (USA)",595,145,Finish03:07:14,BIB664,Division45-49,Results: 2021 / Marathon,Women
3073,"McEntire, Jenifer (USA)",595,147,Finish03:07:21,BIB8109,Division30-34,Results: 2021 / Marathon,Women
3074,"Peterson, Courtney (USA)",617,149,Finish03:07:29,BIB10186,Division30-34,Results: 2021 / Marathon,Women
3075,"Ordzowialy, Julia (USA)",617,151,Finish03:07:34,BIB6004,Division40-44,Results: 2021 / Marathon,Women
3076,"Morgan, Amanda (USA)",681,153,Finish03:07:56,BIB7042,Division25-29,Results: 2021 / Marathon,Women
3077,"Hollander, Hillary (USA)",681,155,Finish03:08:30,BIB7256,Division40-44,Results: 2021 / Marathon,Women
3078,"Plank, Stephanie (USA)",713,157,Finish03:08:34,BIB5375,Division30-34,Results: 2021 / Marathon,Women
3079,"Rodriguez, Liliana (MEX)",713,159,Finish03:08:52,BIB10142,Division50-54,Results: 2021 / Marathon,Women
3080,"Reinoso Orellana, Gabriela (ECU)",722,161,Finish03:08:57,BIB2456,Division35-39,Results: 2021 / Marathon,Women
3081,"Barry, Amy (USA)",722,163,Finish03:09:00,BIB6080,Division40-44,Results: 2021 / Marathon,Women
3082,"Kim, Song (USA)",744,165,Finish03:09:04,BIB4073,Division25-29,Results: 2021 / Marathon,Women
3083,"Dorrington, Jessica (USA)",744,167,Finish03:09:08,BIB8079,Division40-44,Results: 2021 / Marathon,Women
3084,"Martino, Ximena (URU)",768,169,Finish03:09:11,BIB1331,Division40-44,Results: 2021 / Marathon,Women
3085,"Verri, Catherine (USA)",768,171,Finish03:09:24,BIB7174,Division35-39,Results: 2021 / Marathon,Women
3086,"Cordoba, Daniela (MEX)",788,173,Finish03:09:27,BIB2274,Division40-44,Results: 2021 / Marathon,Women
3087,"Chavez, Michelle (USA)",788,175,Finish03:09:31,BIB6001,Division40-44,Results: 2021 / Marathon,Women
3088,"Hobeika, Joelle (USA)",840,177,Finish03:09:49,BIB7147,Division35-39,Results: 2021 / Marathon,Women
3089,"Paul, Kendal (CAN)",840,179,Finish03:09:52,BIB10021,Division35-39,Results: 2021 / Marathon,Women
3090,"Hawkins, Kristie (USA)",860,181,Finish03:10:03,BIB516,Division40-44,Results: 2021 / Marathon,Women
3091,"Chang, Sophia (USA)",860,183,Finish03:10:20,BIB14347,Division25-29,Results: 2021 / Marathon,Women
3092,"Kleeschulte, Megan (USA)",872,185,Finish03:10:51,BIB8406,Division25-29,Results: 2021 / Marathon,Women
3093,"Bozarth, Ashley (USA)",872,187,Finish03:11:00,BIB3328,Division30-34,Results: 2021 / Marathon,Women
3094,"Zeberkiewicz, Annie (USA)",876,189,Finish03:11:19,BIB3191,Division35-39,Results: 2021 / Marathon,Women
3095,"Zepa, Ludmila (LAT)",876,191,Finish03:11:25,BIB2072,Division35-39,Results: 2021 / Marathon,Women
3096,"Corazzari Ugalde, Andrea (CRC)",879,193,Finish03:11:37,BIB10189,Division40-44,Results: 2021 / Marathon,Women
3097,"Sinning, Allison (USA)",879,195,Finish03:11:39,BIB6555,Division25-29,Results: 2021 / Marathon,Women
3098,"Hirao, Yuki (JPN)",900,197,Finish03:11:44,BIB4323,Division45-49,Results: 2021 / Marathon,Women
3099,"Torres Landa, Alexia (USA)",900,199,Finish03:11:59,BIB21048,Division20-24,Results: 2021 / Marathon,Women
3100,"Spanfeller, Stephanie (USA)",938,201,Finish03:12:15,BIB16067,Division30-34,Results: 2021 / Marathon,Women
3101,"Garcia, Yaritza (MEX)",938,203,Finish03:12:38,BIB14603,Division35-39,Results: 2021 / Marathon,Women
3102,"Johnson, Rebecca (USA)",947,205,Finish03:12:44,BIB8436,Division25-29,Results: 2021 / Marathon,Women
3103,"Duba, Amy (USA)",947,207,Finish03:12:57,BIB6178,Division35-39,Results: 2021 / Marathon,Women
3104,"Garcia, Carolina (USA)",965,209,Finish03:13:01,BIB6138,Division25-29,Results: 2021 / Marathon,Women
3105,"Guzman, Noemi (MEX)",965,211,Finish03:13:11,BIB2298,Division35-39,Results: 2021 / Marathon,Women
3106,"Aznar, America (CAN)",980,213,Finish03:13:20,BIB1069,Division45-49,Results: 2021 / Marathon,Women
3107,"Polischeck, Olivia (USA)",980,215,Finish03:13:21,BIB10266,Division20-24,Results: 2021 / Marathon,Women
3108,"Althaus, Ashley (USA)",991,217,Finish03:13:34,BIB8276,Division35-39,Results: 2021 / Marathon,Women
3109,"Greenwood, Samantha (USA)",991,219,Finish03:13:41,BIB4188,Division35-39,Results: 2021 / Marathon,Women
3110,"Short, Erin Marie (USA)",998,221,Finish03:13:43,BIB10046,Division30-34,Results: 2021 / Marathon,Women
3111,"Johansen, Cassandra (USA)",998,223,Finish03:13:50,BIB5152,Division35-39,Results: 2021 / Marathon,Women
3112,"Olmedo Amador, Jizelt (MEX)",1016,225,Finish03:13:51,BIB2297,Division35-39,Results: 2021 / Marathon,Women
3113,"Cordes, Jillian (USA)",1016,227,Finish03:13:55,BIB4372,Division25-29,Results: 2021 / Marathon,Women
3114,"Heidenburg, Madison (USA)",1019,229,Finish03:14:08,BIB5458,Division25-29,Results: 2021 / Marathon,Women
3115,"Argel, Monica (MEX)",1019,231,Finish03:14:15,BIB3739,Division30-34,Results: 2021 / Marathon,Women
3116,"Hess, Pam (USA)",1040,233,Finish03:14:21,BIB10033,Division30-34,Results: 2021 / Marathon,Women
3117,"Sterringer, Trisha (USA)",1040,235,Finish03:14:25,BIB5484,Division25-29,Results: 2021 / Marathon,Women
3118,"Kentner, Sarah (USA)",1057,237,Finish03:14:33,BIB7506,Division35-39,Results: 2021 / Marathon,Women
3119,"White, Emily (USA)",1057,239,Finish03:14:37,BIB6340,Division25-29,Results: 2021 / Marathon,Women
3120,"Dunaway, Mary (USA)",1082,241,Finish03:14:52,BIB26153,Division20-24,Results: 2021 / Marathon,Women
3121,"Porter, Amanda (USA)",1082,243,Finish03:14:56,BIB4196,Division30-34,Results: 2021 / Marathon,Women
3122,"Leonard, Maryclare (USA)",1093,245,Finish03:15:03,BIB14103,Division20-24,Results: 2021 / Marathon,Women
3123,"Van Vleet, Lydia (USA)",1093,247,Finish03:15:14,BIB5565,Division30-34,Results: 2021 / Marathon,Women
3124,"Knox, Margaret (USA)",1110,249,Finish03:15:21,BIB7379,Division20-24,Results: 2021 / Marathon,Women
3125,"Lanigan, Joan (USA)",1110,251,Finish03:15:28,BIB6202,Division30-34,Results: 2021 / Marathon,Women
3126,"Monroe, Melanie (USA)",1133,253,Finish03:15:34,BIB30044,Division30-34,Results: 2021 / Marathon,Women
3127,"Stine, Katy (USA)",1133,255,Finish03:15:44,BIB8389,Division35-39,Results: 2021 / Marathon,Women
3128,"Blackshaw, Brook (USA)",1176,257,Finish03:15:55,BIB17566,Division20-24,Results: 2021 / Marathon,Women
3129,"Cabak, Melissa (USA)",1176,259,Finish03:16:15,BIB7266,Division25-29,Results: 2021 / Marathon,Women
3130,"Sanchez, Carla (CHI)",1183,261,Finish03:16:22,BIB1330,Division40-44,Results: 2021 / Marathon,Women
3131,"Guzman Hentschel, Marina (MEX)",1183,263,Finish03:16:27,BIB21049,Division20-24,Results: 2021 / Marathon,Women
3132,"Kucar, Kristina (SLO)",1209,265,Finish03:16:37,BIB6330,Division40-44,Results: 2021 / Marathon,Women
3133,"Dallain, Sara-Christine (USA)",1209,267,Finish03:16:39,BIB10566,Division30-34,Results: 2021 / Marathon,Women
3134,"Beall, Britney (USA)",1214,269,Finish03:16:50,BIB10752,Division25-29,Results: 2021 / Marathon,Women
3135,"Brown, Nicole (USA)",1214,271,Finish03:16:51,BIB5324,Division25-29,Results: 2021 / Marathon,Women
3136,"Blackwell, Courtney (USA)",1225,273,Finish03:17:05,BIB5209,Division30-34,Results: 2021 / Marathon,Women
3137,"Montes, Cristina (CHI)",1225,275,Finish03:17:14,BIB1563,Division45-49,Results: 2021 / Marathon,Women
3138,"Barbosa, Sofia (USA)",1243,277,Finish03:17:18,BIB9594,Division20-24,Results: 2021 / Marathon,Women
3139,"Ranson, Sarah (USA)",1243,279,Finish03:17:33,BIB9229,Division45-49,Results: 2021 / Marathon,Women
3140,"Columbare, Lauren (USA)",1274,281,Finish03:17:40,BIB11197,Division25-29,Results: 2021 / Marathon,Women
3141,"Johnson, Gina (USA)",1274,283,Finish03:17:45,BIB9207,Division45-49,Results: 2021 / Marathon,Women
3142,"Maldonado, Lorena (MEX)",1285,285,Finish03:17:58,BIB2290,Division25-29,Results: 2021 / Marathon,Women
3143,"Snell, Carla (MEX)",1285,287,Finish03:18:20,BIB30154,Division40-44,Results: 2021 / Marathon,Women
3144,"Barchalk, Brittany (USA)",1296,289,Finish03:18:25,BIB7523,Division25-29,Results: 2021 / Marathon,Women
3145,"Murphy, Charlotte (USA)",1296,291,Finish03:18:33,BIB9608,Division25-29,Results: 2021 / Marathon,Women
3146,"Newell, Jaclyn (USA)",1308,293,Finish03:18:37,BIB11356,Division25-29,Results: 2021 / Marathon,Women
3147,"Jacobsen, Samantha (USA)",1308,295,Finish03:18:43,BIB7356,Division25-29,Results: 2021 / Marathon,Women
3148,"Hernandez, Belia (USA)",1319,297,Finish03:18:47,BIB5295,Division40-44,Results: 2021 / Marathon,Women
3149,"Smirnova, Adelina (RUS)",1319,299,Finish03:18:49,BIB2566,Division40-44,Results: 2021 / Marathon,Women
3150,"Hughes, Caitlin (USA)",1335,301,Finish03:18:58,BIB8066,Division25-29,Results: 2021 / Marathon,Women
3151,"Keenan, Kalie (USA)",1335,303,Finish03:19:01,BIB9697,Division25-29,Results: 2021 / Marathon,Women
3152,"Poirier, Victoria (CAN)",1360,305,Finish03:19:19,BIB19157,Division30-34,Results: 2021 / Marathon,Women
3153,"Santillan, Kristina (USA)",1360,307,Finish03:19:24,BIB11303,Division40-44,Results: 2021 / Marathon,Women
3154,"Carreon, Regina (MEX)",1366,309,Finish03:19:29,BIB21040,Division20-24,Results: 2021 / Marathon,Women
3155,"Santillan, Laura (CRC)",1366,311,Finish03:19:33,BIB11140,Division30-34,Results: 2021 / Marathon,Women
3156,"Maciaga, Samantha (USA)",1403,313,Finish03:19:38,BIB14447,Division30-34,Results: 2021 / Marathon,Women
3157,"Baker, Amy (USA)",1403,315,Finish03:19:40,BIB15203,Division45-49,Results: 2021 / Marathon,Women
3158,"Montes, Columba (USA)",1425,317,Finish03:19:49,BIB581,Division40-44,Results: 2021 / Marathon,Women
3159,"Funkhouser, Paige (USA)",1425,319,Finish03:19:53,BIB10731,Division35-39,Results: 2021 / Marathon,Women
3160,"Truett, Sara (USA)",1440,321,Finish03:20:02,BIB13457,Division20-24,Results: 2021 / Marathon,Women
3161,"Childs, Alexandra (USA)",1440,323,Finish03:20:31,BIB6722,Division25-29,Results: 2021 / Marathon,Women
3162,"Volkova, Svetlana (RUS)",1451,325,Finish03:20:46,BIB2191,Division30-34,Results: 2021 / Marathon,Women
3163,"Buscone, Lauren (USA)",1451,327,Finish03:20:51,BIB6731,Division25-29,Results: 2021 / Marathon,Women
3164,"Goldsmith, Margaret (USA)",1456,329,Finish03:21:02,BIB24304,Division25-29,Results: 2021 / Marathon,Women
3165,"Pozdol, Melanie (USA)",1456,331,Finish03:21:19,BIB6527,Division30-34,Results: 2021 / Marathon,Women
3166,"Ward, Mary (USA)",1473,333,Finish03:21:23,BIB10410,Division25-29,Results: 2021 / Marathon,Women
3167,"Oconnell, Kelsey (USA)",1473,335,Finish03:21:24,BIB9023,Division25-29,Results: 2021 / Marathon,Women
3168,"Vega, Marcela (USA)",1492,337,Finish03:21:26,BIB8225,Division35-39,Results: 2021 / Marathon,Women
3169,"Novak, Casey (USA)",1492,339,Finish03:21:30,BIB35255,Division20-24,Results: 2021 / Marathon,Women
3170,"Reinsbach, Nikki (USA)",1514,341,Finish03:21:32,BIB9019,Division35-39,Results: 2021 / Marathon,Women
3171,"Medina Briseno, Lizett (MEX)",1514,343,Finish03:21:46,BIB3494,Division30-34,Results: 2021 / Marathon,Women
3172,"Sherer, Britt (USA)",1526,345,Finish03:21:53,BIB9500,Division35-39,Results: 2021 / Marathon,Women
3173,"Green, Sydney (USA)",1526,347,Finish03:22:00,BIB13391,Division20-24,Results: 2021 / Marathon,Women
3174,"Heeder, Megan (USA)",1545,349,Finish03:22:02,BIB10307,Division25-29,Results: 2021 / Marathon,Women
3175,"Moss, Chloe (GBR)",1545,351,Finish03:22:05,BIB3218,Division25-29,Results: 2021 / Marathon,Women
3176,"Davis, Amanda (USA)",1557,353,Finish03:22:09,BIB3155,Division35-39,Results: 2021 / Marathon,Women
3177,"Mestdagh, Chelsea (USA)",1557,355,Finish03:22:16,BIB5522,Division30-34,Results: 2021 / Marathon,Women
3178,"Murray, Christy (USA)",1560,357,Finish03:22:18,BIB8210,Division40-44,Results: 2021 / Marathon,Women
3179,"McCabe, Clare (USA)",1560,359,Finish03:22:21,BIB33059,Division20-24,Results: 2021 / Marathon,Women
3180,"Pollet, Joke (BEL)",1569,361,Finish03:22:26,BIB2138,Division45-49,Results: 2021 / Marathon,Women
3181,"Morris, Rachel (USA)",1569,363,Finish03:22:36,BIB8397,Division30-34,Results: 2021 / Marathon,Women
3182,"MacKinnon, Isabel (USA)",1577,365,Finish03:22:41,BIB5531,Division25-29,Results: 2021 / Marathon,Women
3183,"Young, Karen (USA)",1577,367,Finish03:22:47,BIB6427,Division25-29,Results: 2021 / Marathon,Women
3184,"Lee, Jennifer (USA)",1621,369,Finish03:22:53,BIB13480,Division35-39,Results: 2021 / Marathon,Women
3185,"Araya, Marcela (CRC)",1621,371,Finish03:23:00,BIB2666,Division40-44,Results: 2021 / Marathon,Women
3186,"Miller, Maureen (USA)",1642,373,Finish03:23:03,BIB6509,Division30-34,Results: 2021 / Marathon,Women
3187,"Moreno, Maria (CHI)",1642,375,Finish03:23:06,BIB1118,Division30-34,Results: 2021 / Marathon,Women
3188,"Pereira, Marcia (USA)",1665,377,Finish03:23:07,BIB10637,Division45-49,Results: 2021 / Marathon,Women
3189,"Shirazi, Hilary (USA)",1665,379,Finish03:23:13,BIB8363,Division30-34,Results: 2021 / Marathon,Women
3190,"Hoge, Jenna (USA)",1674,381,Finish03:23:15,BIB12848,Division25-29,Results: 2021 / Marathon,Women
3191,"LaVigne, Annie (USA)",1674,383,Finish03:23:18,BIB5442,Division30-34,Results: 2021 / Marathon,Women
3192,"Hutson, Evgenia (USA)",1677,385,Finish03:23:22,BIB16120,Division35-39,Results: 2021 / Marathon,Women
3193,"Billen, Marie (BEL)",1677,387,Finish03:23:23,BIB4034,Division40-44,Results: 2021 / Marathon,Women
3194,"De Leon, Maria (USA)",1690,389,Finish03:23:35,BIB31016,Division20-24,Results: 2021 / Marathon,Women
3195,"Aguilar, Jennifer (USA)",1690,391,Finish03:23:38,BIB10318,Division20-24,Results: 2021 / Marathon,Women
3196,"Muzala, Anna (UKR)",1698,393,Finish03:23:51,BIB16153,Division35-39,Results: 2021 / Marathon,Women
3197,"Pazos, Adriana (MEX)",1698,395,Finish03:23:56,BIB3445,Division30-34,Results: 2021 / Marathon,Women
3198,"Ruales Almeida, Alejandra (COL)",1716,397,Finish03:23:59,BIB7777,Division30-34,Results: 2021 / Marathon,Women
3199,"Orsted, Hailey (USA)",1716,399,Finish03:24:02,BIB13421,Division25-29,Results: 2021 / Marathon,Women
3200,"Eneas, Suzannah (BAH)",1723,401,Finish03:24:06,BIB1431,Division40-44,Results: 2021 / Marathon,Women
3201,"Peck, Elise (USA)",1723,403,Finish03:24:11,BIB10521,Division30-34,Results: 2021 / Marathon,Women
3202,"Wynne, Brianna (USA)",1735,405,Finish03:24:19,BIB17290,Division25-29,Results: 2021 / Marathon,Women
3203,"Walker, Jenny (USA)",1735,407,Finish03:24:23,BIB8441,Division35-39,Results: 2021 / Marathon,Women
3204,"Cortes, Magdalena (CHI)",1744,409,Finish03:24:23,BIB1332,Division30-34,Results: 2021 / Marathon,Women
3205,"Jenkins, Lindsey (USA)",1744,411,Finish03:24:24,BIB11752,Division35-39,Results: 2021 / Marathon,Women
3206,"Cason, Olivia (USA)",1751,413,Finish03:24:29,BIB13458,Division20-24,Results: 2021 / Marathon,Women
3207,"Sarathi, Anita (USA)",1751,415,Finish03:24:31,BIB10729,Division35-39,Results: 2021 / Marathon,Women
3208,"Torres Guerrero, Miriam Danahe (MEX)",1764,417,Finish03:24:38,BIB4625,Division30-34,Results: 2021 / Marathon,Women
3209,"Malbrough, Julia (USA)",1764,419,Finish03:24:40,BIB27175,Division35-39,Results: 2021 / Marathon,Women
3210,"Adler, Alicia (URU)",1773,421,Finish03:24:41,BIB12139,Division45-49,Results: 2021 / Marathon,Women
3211,"Forero, Maria Paula (COL)",1773,423,Finish03:24:45,BIB20248,Division30-34,Results: 2021 / Marathon,Women
3212,"Matteson, Brittany (USA)",1780,425,Finish03:24:53,BIB9880,Division30-34,Results: 2021 / Marathon,Women
3213,"Mallaney, Bridget (USA)",1780,427,Finish03:24:55,BIB7833,Division30-34,Results: 2021 / Marathon,Women
3214,"Mapstone, Kate (GBR)",1782,429,Finish03:25:01,BIB8167,Division30-34,Results: 2021 / Marathon,Women
3215,"Meseke, Morgan (USA)",1782,431,Finish03:25:14,BIB5476,Division30-34,Results: 2021 / Marathon,Women
3216,"Peters, Laura (USA)",1788,433,Finish03:25:15,BIB16479,Division35-39,Results: 2021 / Marathon,Women
3217,"Klymson, Sarah (USA)",1788,435,Finish03:25:17,BIB9668,Division40-44,Results: 2021 / Marathon,Women
3218,"Schemmel, Jehan (USA)",1792,437,Finish03:25:25,BIB16105,Division25-29,Results: 2021 / Marathon,Women
3219,"Yiu, Vina (CAN)",1792,439,Finish03:25:30,BIB1615,Division30-34,Results: 2021 / Marathon,Women
3220,"Manson, Carola (ARG)",1805,441,Finish03:25:40,BIB1414,Division40-44,Results: 2021 / Marathon,Women
3221,"Hayen, Andrea (USA)",1805,443,Finish03:25:43,BIB9607,Division25-29,Results: 2021 / Marathon,Women
3222,"Wickersham, Anna (USA)",1824,445,Finish03:25:51,BIB10737,Division40-44,Results: 2021 / Marathon,Women
3223,"Silva, Anise (USA)",1824,447,Finish03:26:08,BIB26703,Division40-44,Results: 2021 / Marathon,Women
3224,"Scuderi, Caitlin (USA)",1833,449,Finish03:26:11,BIB10590,Division35-39,Results: 2021 / Marathon,Women
3225,"Bailey, Kimberly (USA)",1833,451,Finish03:26:16,BIB13758,Division25-29,Results: 2021 / Marathon,Women
3226,"Trindade, Rosangela (BRA)",1839,453,Finish03:26:23,BIB1495,Division35-39,Results: 2021 / Marathon,Women
3227,"Baughn, Madelyn (USA)",1839,455,Finish03:26:33,BIB16386,Division20-24,Results: 2021 / Marathon,Women
3228,"Ramirez, Maria Soledad (ARG)",1844,457,Finish03:26:50,BIB9756,Division40-44,Results: 2021 / Marathon,Women
3229,"Pope, Bonnie (USA)",1844,459,Finish03:26:52,BIB6656,Division30-34,Results: 2021 / Marathon,Women
3230,"Hensley, Anne (USA)",1854,461,Finish03:27:01,BIB5455,Division30-34,Results: 2021 / Marathon,Women
3231,"Paro, Renee (USA)",1854,463,Finish03:27:05,BIB13912,Division35-39,Results: 2021 / Marathon,Women
3232,"Wudyka, Andrea (USA)",1899,465,Finish03:27:11,BIB5480,Division40-44,Results: 2021 / Marathon,Women
3233,"Leach, Devra (USA)",1899,467,Finish03:27:16,BIB11387,Division40-44,Results: 2021 / Marathon,Women
3234,"Acuna Estupinan, Diana (COL)",1911,469,Finish03:27:16,BIB2404,Division40-44,Results: 2021 / Marathon,Women
3235,"DiGiannantonio, Victoria (USA)",1911,471,Finish03:27:23,BIB32130,Division35-39,Results: 2021 / Marathon,Women
3236,"Mora, Donahi (MEX)",1918,473,Finish03:27:37,BIB3720,Division40-44,Results: 2021 / Marathon,Women
3237,"Romero, Gloria (ECU)",1918,475,Finish03:27:42,BIB14138,Division25-29,Results: 2021 / Marathon,Women
3238,"Coleman, Tiffany (USA)",1932,477,Finish03:27:47,BIB7083,Division35-39,Results: 2021 / Marathon,Women
3239,"Simpson, Samantha (USA)",1932,479,Finish03:27:52,BIB5779,Division35-39,Results: 2021 / Marathon,Women
3240,"Zhang, Hui (CHN)",1943,481,Finish03:28:05,BIB6678,Division45-49,Results: 2021 / Marathon,Women
3241,"Behrent, Meghan (USA)",1943,483,Finish03:28:08,BIB6773,Division30-34,Results: 2021 / Marathon,Women
3242,"Chandler, Tiffany (USA)",1960,485,Finish03:28:09,BIB7280,Division30-34,Results: 2021 / Marathon,Women
3243,"Farrant, Charlotte (CAN)",1960,487,Finish03:28:12,BIB1277,Division45-49,Results: 2021 / Marathon,Women
3244,"Sims, Danielle (USA)",1981,489,Finish03:28:17,BIB16182,Division25-29,Results: 2021 / Marathon,Women
3245,"Cedillo, Liliana (MEX)",1981,491,Finish03:28:21,BIB2296,Division30-34,Results: 2021 / Marathon,Women
